BeeID,bout_index,event_type,dt,Temperature,q10,metabolic_rate_uL_h,metabolic_rate_mL_h,weight_g,mass_specific_mL_g_h,ColonyID,ITS_mm
red31,154,buzz,2,23.5,0.9877774918486618,13099.082278246246,13.099082278246245,0.2190000000000012,59.81316108788207,3,4.882
red31,155,buzz,1,23.5,0.9877774918486618,12950.91506180245,12.950915061802451,0.2190000000000012,59.13659845571864,3,4.882
red31,156,buzz,1,23.5,0.9877774918486618,13241.329941736887,13.241329941736888,0.2190000000000012,60.4626938,3,4.882
red31,157,buzz,2,23.5,0.9877774918486618,14275.623061009695,14.275623061009696,0.2190000000000012,65.18549342926765,3,4.882
red31,158,flight,1,23.5,0.9877774918486618,13865.382869094075,13.865382869094075,0.2190000000000012,63.31225054380822,3,4.882
red31,159,buzz,2,23.5,0.9877774918486618,13997.93036005927,13.99793036005927,0.2190000000000012,63.91749022858079,3,4.882
red31,160,flight,1,23.5,0.9877774918486618,12001.200192713688,12.001200192713688,0.2190000000000012,54.80000087997088,3,4.882
unmarked3,161,buzz,1,22,1.0960077501510197,12391.291769192205,12.391291769192204,0.1965000000000003,63.06000900352256,3,5.05
unmarked3,162,buzz,1,22,1.0960077501510197,12391.291769192205,12.391291769192204,0.1965000000000003,63.06000900352256,3,5.05
unmarked3,163,buzz,1,22,1.0960077501510197,12439.796688182889,12.439796688182888,0.1965000000000003,63.30685337497642,3,5.05
unmarked3,164,buzz,2,22,1.0960077501510197,12431.579918080008,12.431579918080008,0.1965000000000003,63.26503775104319,3,5.05
unmarked3,165,buzz,1,22,1.0960077501510197,12108.541497792745,12.108541497792745,0.1965000000000003,61.621076324644896,3,5.05
unmarked3,166,buzz,1,22,1.0960077501510197,11824.14326914016,11.824143269140158,0.1965000000000003,60.173757094860754,3,5.05
unmarked3,167,buzz,2,22,1.0960077501510197,11857.026132063287,11.857026132063288,0.1965000000000003,60.34109990871892,3,5.05
unmarked3,168,buzz,1,22,1.0960077501510197,11677.04894579859,11.677048945798589,0.1965000000000003,59.42518547480188,3,5.05
unmarked3,169,buzz,1,22,1.0960077501510197,14993.112458531514,14.993112458531511,0.1965000000000003,76.30082676097449,3,5.05
unmarked3,170,buzz,2,22,1.0960077501510197,15025.173973246678,15.025173973246678,0.1965000000000003,76.46398969,3,5.05
unmarked3,171,buzz,1,22,1.0960077501510197,15161.69730183804,15.16169730183804,0.1965000000000003,77.15876489484995,3,5.05
unmarked3,177,flight,2,22,1.0960077501510197,12108.969598419955,12.108969598419955,0.1965000000000003,61.62325495379101,3,5.05
unmarked3,178,flight,1,22,1.0960077501510197,11361.06202017425,11.36106202017425,0.1965000000000003,57.81710951742611,3,5.05
unmarked3,179,flight,1,22,1.0960077501510197,8632.180275553732,8.632180275553733,0.1965000000000003,43.929670613504925,3,5.05
unmarked303,180,buzz,1,22.5,1.0586737026540554,10574.468268735236,10.574468268735236,0.2240000000000002,47.20744762828226,3,4.829
unmarked303,181,buzz,2,22.5,1.0586737026540554,11549.128802367772,11.549128802367774,0.2240000000000002,51.55861072485609,3,4.829
unmarked303,182,buzz,3,22.5,1.0586737026540554,10571.034354713309,10.571034354713309,0.2240000000000002,47.19211765497008,3,4.829
unmarked303,183,buzz,1,22.5,1.0586737026540554,9372.334116,9.372334116,0.2240000000000002,41.840777304035726,3,4.829
unmarked303,184,buzz,1,22.5,1.0586737026540554,8344.083307908386,8.344083307908386,0.2240000000000002,37.25037191030526,3,4.829
unmarked303,185,buzz,4,22.5,1.0586737026540554,8372.672579513817,8.372672579513818,0.2240000000000002,37.378002587115226,3,4.829
unmarked303,186,buzz,2,22.5,1.0586737026540554,10699.949051485492,10.699949051485492,0.2240000000000002,47.767629694131614,3,4.829
unmarked303,187,buzz,1,22.5,1.0586737026540554,10618.960513232458,10.618960513232455,0.2240000000000002,47.40607371978771,3,4.829
unmarked303,188,buzz,2,22.5,1.0586737026540554,10749.179284271571,10.749179284271571,0.2240000000000002,47.98740751906947,3,4.829
unmarked303,189,buzz,1,22.5,1.0586737026540554,10879.398055310685,10.879398055310684,0.2240000000000002,48.56874131835122,3,4.829
unmarked303,190,buzz,1,22.5,1.0586737026540554,10622.935621251185,10.622935621251184,0.2240000000000002,47.42381973772846,3,4.829
unmarked303,191,buzz,2,22.5,1.0586737026540554,10630.479941791036,10.630479941791036,0.2240000000000002,47.45749974013851,3,4.829
unmarked303,192,buzz,1,22.5,1.0586737026540554,10800.003879653845,10.800003879653843,0.2240000000000002,48.21430303,3,4.829
unmarked303,193,buzz,1,22.5,1.0586737026540554,11058.0683,11.0580683,0.2240000000000002,49.36637633375086,3,4.829
unmarked303,194,buzz,2,22.5,1.0586737026540554,11477.70707489614,11.47770707489614,0.2240000000000002,51.23976372721487,3,4.829
unmarked303,195,buzz,1,22.5,1.0586737026540554,13016.92632220827,13.01692632220827,0.2240000000000002,58.111278224144016,3,4.829
unmarked303,196,buzz,1,22.5,1.0586737026540554,13016.92632220827,13.01692632220827,0.2240000000000002,58.111278224144016,3,4.829
unmarked303,197,buzz,1,22.5,1.0586737026540554,13016.92632220827,13.01692632220827,0.2240000000000002,58.111278224144016,3,4.829
unmarked303,198,buzz,1,22.5,1.0586737026540554,13628.319278350084,13.628319278350084,0.2240000000000002,60.84071106406282,3,4.829
unmarked303,199,buzz,2,22.5,1.0586737026540554,13327.417321743758,13.327417321743756,0.2240000000000002,59.49739875778458,3,4.829
unmarked303,200,buzz,2,22.5,1.0586737026540554,13611.283101126974,13.611283101126974,0.2240000000000002,60.76465670145965,3,4.829
unmarked303,201,buzz,2,22.5,1.0586737026540554,13604.140229655171,13.60414022965517,0.2240000000000002,60.73276888,3,4.829
unmarked303,202,buzz,2,22.5,1.0586737026540554,13285.35282778146,13.28535282778146,0.2240000000000002,59.30961083831004,3,4.829
unmarked303,203,buzz,2,22.5,1.0586737026540554,11539.312356327286,11.539312356327285,0.2240000000000002,51.51478730503248,3,4.829
unmarked303,204,flight,1,22.5,1.0586737026540554,10915.23247,10.91523247,0.2240000000000002,48.72871636726603,3,4.829
unmarked303,205,buzz,1,22.5,1.0586737026540554,10646.871386729228,10.646871386729227,0.2240000000000002,47.53067583361258,3,4.829
unmarked303,206,buzz,2,22.5,1.0586737026540554,10773.121401791834,10.773121401791832,0.2240000000000002,48.09429197228493,3,4.829
unmarked303,207,buzz,2,22.5,1.0586737026540554,11188.394419312765,11.188394419312765,0.2240000000000002,49.94818937193194,3,4.829
unmarked303,208,buzz,2,22.5,1.0586737026540554,11745.795651823451,11.745795651823451,0.2240000000000002,52.43658773135465,3,4.829
unmarked303,209,buzz,1,22.5,1.0586737026540554,11996.707036190452,11.996707036190454,0.2240000000000002,53.55672784013591,3,4.829
unmarked303,211,buzz,2,22.5,1.0586737026540554,10848.196823946064,10.848196823946065,0.2240000000000002,48.42945010690202,3,4.829
unmarked303,212,buzz,1,22.5,1.0586737026540554,10609.59633259774,10.60959633259774,0.2240000000000002,47.36426934195416,3,4.829
unmarked303,213,buzz,1,22.5,1.0586737026540554,10187.17917319656,10.18717917319656,0.2240000000000002,45.47847845177032,3,4.829
unmarked303,214,buzz,2,22.5,1.0586737026540554,9799.303784,9.799303784,0.2240000000000002,43.74689189357741,3,4.829
unmarked303,215,buzz,2,22.5,1.0586737026540554,12468.428747271644,12.468428747271645,0.2240000000000002,55.66262833603408,3,4.829
unmarked303,216,buzz,2,22.5,1.0586737026540554,8552.768856,8.552768856,0.2240000000000002,38.18200382339644,3,4.829
unmarked303,217,buzz,2,22.5,1.0586737026540554,9098.259374592417,9.098259374592416,0.2240000000000002,40.61722935085896,3,4.829
unmarked303,218,buzz,2,22.5,1.0586737026540554,9887.116321366952,9.887116321366952,0.2240000000000002,44.13891214895956,3,4.829
unmarked303,219,buzz,2,22.5,1.0586737026540554,10579.899264829852,10.579899264829852,0.2240000000000002,47.23169315,3,4.829
unmarked303,220,buzz,1,22.5,1.0586737026540554,10579.502897395578,10.579502897395578,0.2240000000000002,47.22992364908736,3,4.829
unmarked303,221,buzz,2,22.5,1.0586737026540554,10533.056764712735,10.533056764712738,0.2240000000000002,47.022574842467534,3,4.829
unmarked303,223,buzz,2,22.5,1.0586737026540554,10358.393389493023,10.358393389493026,0.2240000000000002,46.24282763166525,3,4.829
unmarked303,224,buzz,2,22.5,1.0586737026540554,9791.070267041066,9.791070267041066,0.2240000000000002,43.71013512071901,3,4.829
unmarked303,225,buzz,1,22.5,1.0586737026540554,9345.62886,9.34562886,0.2240000000000002,41.72155741169559,3,4.829
unmarked303,226,buzz,2,22.5,1.0586737026540554,9538.575953753852,9.538575953753853,0.2240000000000002,42.58292836497252,3,4.829
unmarked303,227,buzz,1,22.5,1.0586737026540554,8530.994690928846,8.530994690928846,0.2240000000000002,38.084797727360886,3,4.829
unmarked303,228,buzz,2,22.5,1.0586737026540554,9279.361179802188,9.279361179802189,0.2240000000000002,41.42571955268831,3,4.829
unmarked303,229,flight,1,22.5,1.0586737026540554,9336.935455243109,9.336935455243108,0.2240000000000002,41.68274756804955,3,4.829
unmarked38,234,buzz,2,23.5,0.9877774918486618,6494.319734774571,6.494319734774571,0.1680000000000028,38.656665087943225,3,5.056
unmarked38,235,buzz,2,23.5,0.9877774918486618,6533.947194637057,6.533947194637057,0.1680000000000028,38.89254282521993,3,5.056
unmarked38,236,buzz,1,23.5,0.9877774918486618,7573.303463777579,7.573303463777579,0.1680000000000028,45.07918728,3,5.056
unmarked38,237,buzz,3,23.5,0.9877774918486618,7613.301735310507,7.613301735310507,0.1680000000000028,45.31727223399035,3,5.056
unmarked38,238,buzz,2,23.5,0.9877774918486618,7675.892848747991,7.675892849,0.1680000000000028,45.68983838540394,3,5.056
unmarked38,239,buzz,1,23.5,0.9877774918486618,7703.671127373758,7.703671127373759,0.1680000000000028,45.85518528198589,3,5.056
unmarked38,240,buzz,2,23.5,0.9877774918486618,8078.882951428935,8.078882951428936,0.1680000000000028,48.088589,3,5.056
unmarked38,241,buzz,1,23.5,0.9877774918486618,9501.632806,9.501632806,0.1680000000000028,56.55733813,3,5.056
unmarked38,242,buzz,2,23.5,0.9877774918486618,9575.343923,9.575343923,0.1680000000000028,56.99609477928084,3,5.056
unmarked38,243,buzz,2,23.5,0.9877774918486618,9607.193227700012,9.607193227700012,0.1680000000000028,57.18567397440388,3,5.056
unmarked38,244,buzz,1,23.5,0.9877774918486618,9337.142961,9.337142961,0.1680000000000028,55.578231911927766,3,5.056
unmarked38,245,buzz,1,23.5,0.9877774918486618,9337.142961,9.337142961,0.1680000000000028,55.578231911927766,3,5.056
unmarked38,246,buzz,1,23.5,0.9877774918486618,9097.102362687889,9.097102362687886,0.1680000000000028,54.14941882552223,3,5.056
unmarked38,247,buzz,1,23.5,0.9877774918486618,9097.102362687889,9.097102362687886,0.1680000000000028,54.14941882552223,3,5.056
unmarked38,248,buzz,1,23.5,0.9877774918486618,9097.102362687889,9.097102362687886,0.1680000000000028,54.14941882552223,3,5.056
unmarked38,249,buzz,2,23.5,0.9877774918486618,9015.234969052472,9.015234969052472,0.1680000000000028,53.66211291102572,3,5.056
unmarked38,250,buzz,1,23.5,0.9877774918486618,8933.367575417056,8.933367575417057,0.1680000000000028,53.174806996529206,3,5.056
unmarked38,251,buzz,1,23.5,0.9877774918486618,9443.774331671078,9.443774331671078,0.1680000000000028,56.21294245042214,3,5.056
unmarked38,252,buzz,2,23.5,0.9877774918486618,9435.251194804912,9.435251194804913,0.1680000000000028,56.162209492885445,3,5.056
unmarked38,253,buzz,1,23.5,0.9877774918486618,9426.728057938748,9.426728057938748,0.1680000000000028,56.11147653534875,3,5.056
unmarked38,254,buzz,2,23.5,0.9877774918486618,9398.572250755593,9.398572250755594,0.1680000000000028,55.94388244497284,3,5.056
unmarked38,255,buzz,2,23.5,0.9877774918486618,9341.889627163351,9.341889627163352,0.1680000000000028,55.60648588,3,5.056
unmarked38,256,buzz,1,23.5,0.9877774918486618,9760.047250787127,9.760047251,0.1680000000000028,58.09551934992242,3,5.056
unmarked38,257,buzz,1,23.5,0.9877774918486618,9760.047250787127,9.760047251,0.1680000000000028,58.09551934992242,3,5.056
unmarked38,258,buzz,1,23.5,0.9877774918486618,9760.047250787127,9.760047251,0.1680000000000028,58.09551934992242,3,5.056
unmarked38,259,buzz,2,23.5,0.9877774918486618,9868.349940770391,9.868349940770392,0.1680000000000028,58.740178218870405,3,5.056
unmarked38,260,buzz,2,23.5,0.9877774918486618,10119.377390772866,10.119377390772868,0.1680000000000028,60.234389230789866,3,5.056
unmarked38,261,buzz,1,23.5,0.9877774918486618,10084.183668960291,10.084183668960293,0.1680000000000028,60.02490279,3,5.056
unmarked38,262,buzz,2,23.5,0.9877774918486618,10332.674506363695,10.332674506363697,0.1680000000000028,61.50401492,3,5.056
unmarked38,263,flight,1,23.5,0.9877774918486618,6756.884030770835,6.756884030770835,0.1680000000000028,40.21954780220668,3,5.056
unmarked38,264,flight,1,23.5,0.9877774918486618,8657.565480586034,8.657565480586033,0.1680000000000028,51.53312786063029,3,5.056
unmarked4,265,buzz,1,22.5,1.0586737026540554,16144.260296993814,16.144260296993814,0.1609999999999942,100.27490867698378,4,4.005
unmarked4,266,buzz,1,22.5,1.0586737026540554,16051.359138769034,16.051359138769033,0.1609999999999942,99.69788284950066,4,4.005
unmarked4,267,buzz,1,22.5,1.0586737026540554,15999.747525356208,15.999747525356208,0.1609999999999942,99.37731382,4,4.005
unmarked4,268,buzz,1,22.5,1.0586737026540554,15999.747525356208,15.999747525356208,0.1609999999999942,99.37731382,4,4.005
unmarked4,298,flight,2,22.5,1.0586737026540554,14375.464269505308,14.375464269505308,0.1609999999999942,89.28859794724112,4,4.005
unmarked4,301,flight,2,22.5,1.0586737026540554,14145.97959394106,14.14597959394106,0.1609999999999942,87.86322729156251,4,4.005
unmarked4,306,flight,2,22.5,1.0586737026540554,14848.225174693023,14.848225174693026,0.1609999999999942,92.22500108505314,4,4.005
unmarked4,309,flight,2,22.5,1.0586737026540554,13717.924361869018,13.717924361869018,0.1609999999999942,85.20449914204663,4,4.005
unmarked4,310,flight,1,22.5,1.0586737026540554,14341.621858987311,14.341621858987311,0.1609999999999942,89.07839663967592,4,4.005
unmarked4,311,flight,2,22.5,1.0586737026540554,14635.40444667803,14.63540444667803,0.1609999999999942,90.90313320918357,4,4.005
unmarked4,312,flight,4,22.5,1.0586737026540554,14280.471066176711,14.28047106617671,0.1609999999999942,88.69857805079019,4,4.005
unmarked4,313,flight,2,22.5,1.0586737026540554,14530.168257674148,14.530168257674148,0.1609999999999942,90.24949228369358,4,4.005
unmarked4,314,flight,2,22.5,1.0586737026540554,14615.920192384903,14.615920192384904,0.1609999999999942,90.78211299618276,4,4.005
unmarked4,315,flight,1,22.5,1.0586737026540554,14582.967702981356,14.582967702981357,0.1609999999999942,90.57743914895576,4,4.005
unmarked4,316,flight,2,22.5,1.0586737026540554,13674.21151,13.67421151,0.1609999999999942,84.93299076367819,4,4.005
unmarked4,317,flight,2,22.5,1.0586737026540554,13327.224219660391,13.32722421966039,0.1609999999999942,82.77779018422898,4,4.005
unmarked4,318,flight,2,22.5,1.0586737026540554,13480.068965072627,13.480068965072627,0.1609999999999942,83.72713642902552,4,4.005
unmarked4,319,flight,1,22.5,1.0586737026540554,14779.076843130468,14.779076843130468,0.1609999999999942,91.79550834242856,4,4.005
unmarked4,320,flight,2,22.5,1.0586737026540554,13761.535578110892,13.761535578110893,0.1609999999999942,85.47537626,4,4.005
unmarked4,321,flight,2,22.5,1.0586737026540554,13517.372603394086,13.517372603394085,0.1609999999999942,83.95883604592899,4,4.005
unmarked4,322,flight,2,22.5,1.0586737026540554,15682.253399277664,15.682253399277664,0.1609999999999942,97.40530061663492,4,4.005
unmarked4,323,flight,2,22.5,1.0586737026540554,14746.892950835048,14.746892950835049,0.1609999999999942,91.59560839028308,4,4.005
unmarked4,324,flight,1,22.5,1.0586737026540554,13607.86951364014,13.60786951364014,0.1609999999999942,84.52092865615296,4,4.005
unmarked4,325,flight,2,22.5,1.0586737026540554,12697.91405804012,12.69791405804012,0.1609999999999942,78.86903141640107,4,4.005
unmarked4,326,buzz,1,22.5,1.0586737026540554,13918.296357549249,13.918296357549249,0.1609999999999942,86.44904569906673,4,4.005
unmarked4,327,buzz,1,22.5,1.0586737026540554,13971.49344069917,13.97149344069917,0.1609999999999942,86.77946236459421,4,4.005
unmarked4,328,buzz,1,22.5,1.0586737026540554,14068.362084492015,14.068362084492016,0.1609999999999942,87.38113095958086,4,4.005
unmarked4,329,buzz,1,22.5,1.0586737026540554,12908.29750745686,12.908297507456858,0.1609999999999942,80.17576091588397,4,4.005
unmarked41,345,buzz,2,23,1.0226113898709317,14966.409362317334,14.966409362317334,0.2239999999999966,66.81432751034625,4,4.334
unmarked41,346,buzz,2,23,1.0226113898709317,15713.34967319698,15.713349673196978,0.2239999999999966,70.14888246963042,4,4.334
unmarked41,347,buzz,1,23,1.0226113898709317,15568.723380505751,15.568723380505752,0.2239999999999966,69.50322937725886,4,4.334
unmarked41,355,flight,1,23,1.0226113898709317,15690.641564673502,15.690641564673502,0.2239999999999966,70.04750699,4,4.334
unmarked41,356,flight,1,23,1.0226113898709317,15614.97036704583,15.61497036704583,0.2239999999999966,69.70968913859849,4,4.334
unmarked41,357,flight,2,23,1.0226113898709317,15098.145842961503,15.098145842961506,0.2239999999999966,67.40243679893631,4,4.334
unmarked41,358,flight,1,23,1.0226113898709317,15345.73355891961,15.34573355891961,0.2239999999999966,68.50773910232071,4,4.334
unmarked41,359,flight,1,23,1.0226113898709317,15371.886231648725,15.371886231648723,0.2239999999999966,68.62449210557568,4,4.334
unmarked41,360,flight,1,23,1.0226113898709317,13847.480659901796,13.847480659901796,0.2239999999999966,61.81911008884824,4,4.334
unmarked41,361,flight,1,23,1.0226113898709317,15541.20736227166,15.54120736227166,0.2239999999999966,69.38039001014238,4,4.334
unmarked41,362,flight,1,23,1.0226113898709317,14435.166017635836,14.435166017635837,0.2239999999999966,64.44270543587523,4,4.334
unmarked41,363,flight,1,23,1.0226113898709317,14620.853429986822,14.620853429986822,0.2239999999999966,65.27166709815643,4,4.334
unmarked41,364,flight,2,23,1.0226113898709317,14125.009823788483,14.125009823788483,0.2239999999999966,63.05807957048524,4,4.334
unmarked42,365,buzz,1,23.5,0.9877774918486618,10898.027373379293,10.898027373379293,0.1545000000000005,70.53739400245472,4,3.955
unmarked42,366,buzz,1,23.5,0.9877774918486618,10642.480248685117,10.642480248685116,0.1545000000000005,68.88336730540505,4,3.955
unmarked42,379,flight,1,23.5,0.9877774918486618,11392.727282179929,11.392727282179926,0.1545000000000005,73.73933515974038,4,3.955
unmarked42,380,flight,2,23.5,0.9877774918486618,11515.819371882148,11.515819371882149,0.1545000000000005,74.53604771444729,4,3.955
unmarked42,381,flight,2,23.5,0.9877774918486618,11960.088695947446,11.960088695947446,0.1545000000000005,77.41157732004793,4,3.955
unmarked42,384,flight,1,23.5,0.9877774918486618,11866.229881116493,11.86622988111649,0.1545000000000005,76.8040769,4,3.955
unmarked42,385,flight,2,23.5,0.9877774918486618,11383.355446892763,11.383355446892764,0.1545000000000005,73.67867603166813,4,3.955
unmarked42,395,flight,1,23.5,0.9877774918486618,11378.572035610738,11.378572035610738,0.1545000000000005,73.64771544084594,4,3.955
unmarked42,396,flight,1,23.5,0.9877774918486618,10947.531620382772,10.947531620382772,0.1545000000000005,70.85780984066496,4,3.955
unmarked42,397,flight,1,23.5,0.9877774918486618,10348.98587364209,10.348985873642093,0.1545000000000005,66.98372733748903,4,3.955
unmarked42,398,flight,2,23.5,0.9877774918486618,10315.299895393076,10.315299895393077,0.1545000000000005,66.76569511581255,4,3.955
unmarked42,399,flight,1,23.5,0.9877774918486618,10753.235392625144,10.753235392625143,0.1545000000000005,69.60022907847966,4,3.955
unmarked42,400,flight,1,23.5,0.9877774918486618,10937.794109868128,10.937794109868127,0.1545000000000005,70.79478388264135,4,3.955
unmarked42,401,flight,1,23.5,0.9877774918486618,10968.388739678656,10.968388739678655,0.1545000000000005,70.99280737656063,4,3.955
