BeeID,bout_index,event_type,dt,Temperature,q10,metabolic_rate_uL_h,metabolic_rate_mL_h,weight_g,mass_specific_mL_g_h
green5,131,flight,2,24,0.9541301642708879,16052.934501379088,16.052934501379088,0.2665000000000042,60.23615197515511
green5,132,flight,1,24,0.9541301642708879,16220.740999064034,16.220740999064034,0.2665000000000042,60.86581988391662
green5,133,flight,2,24,0.9541301642708879,16381.752181719048,16.381752181719047,0.2665000000000042,61.46998942483599
green5,140,flight,3,24,0.9541301642708879,16734.18057627801,16.73418057627801,0.2665000000000042,62.79242242505722
green5,141,flight,2,24,0.9541301642708879,17658.264418371877,17.65826441837188,0.2665000000000042,66.25990400889907
green5,142,flight,1,24,0.9541301642708879,16393.05919664375,16.39305919664375,0.2665000000000042,61.51241724819322
green5,143,flight,2,24,0.9541301642708879,16256.01767197556,16.25601767197556,0.2665000000000042,60.99819013874411
green5,146,flight,1,24,0.9541301642708879,7012.585352772308,7.012585352772309,0.2665000000000042,26.31364109858236
red31,147,buzz,1,23.5,0.9877774918486618,10455.573386788512,10.455573386788512,0.2190000000000012,47.74234423191075
red31,148,buzz,2,23.5,0.9877774918486618,10436.31291103045,10.43631291103045,0.2190000000000012,47.654396854020064
red31,149,buzz,2,23.5,0.9877774918486618,10421.515213980563,10.421515213980562,0.2190000000000012,47.58682746
red31,150,buzz,2,23.5,0.9877774918486618,11233.515132933278,11.23351513293328,0.2190000000000012,51.29458964809689
red31,151,buzz,1,23.5,0.9877774918486618,13592.397125447813,13.592397125447812,0.2190000000000012,62.06574029884812
red31,152,buzz,2,23.5,0.9877774918486618,15315.28455,15.31528455,0.2190000000000012,69.93280617988637
red31,153,buzz,1,23.5,0.9877774918486618,16201.71686480218,16.20171686480218,0.2190000000000012,73.98044230503238
red31,154,buzz,2,23.5,0.9877774918486618,13099.082278246246,13.099082278246245,0.2190000000000012,59.81316108788207
red31,155,buzz,1,23.5,0.9877774918486618,12950.91506180245,12.950915061802451,0.2190000000000012,59.136598455718634
red31,156,buzz,1,23.5,0.9877774918486618,13241.329941736887,13.241329941736888,0.2190000000000012,60.4626938
red31,157,buzz,2,23.5,0.9877774918486618,14275.623061009695,14.275623061009695,0.2190000000000012,65.18549342926765
red31,158,flight,1,23.5,0.9877774918486618,13865.382869094075,13.865382869094075,0.2190000000000012,63.31225054380822
red31,159,buzz,2,23.5,0.9877774918486618,13997.93036005927,13.99793036005927,0.2190000000000012,63.91749022858079
red31,160,flight,1,23.5,0.9877774918486618,12001.200192713688,12.001200192713688,0.2190000000000012,54.800000879970874
unmarked3,161,buzz,1,22,1.0960077501510197,12391.291769192205,12.391291769192204,0.19650000000000034,63.06000900352256
unmarked3,162,buzz,1,22,1.0960077501510197,12391.291769192205,12.391291769192204,0.19650000000000034,63.06000900352256
unmarked3,163,buzz,1,22,1.0960077501510197,12439.796688182887,12.439796688182888,0.19650000000000034,63.30685337497642
unmarked3,164,buzz,2,22,1.0960077501510197,12431.579918080008,12.431579918080008,0.19650000000000034,63.26503775104319
unmarked3,165,buzz,1,22,1.0960077501510197,12108.541497792743,12.108541497792743,0.19650000000000034,61.621076324644896
unmarked3,166,buzz,1,22,1.0960077501510197,11824.143269140159,11.824143269140158,0.19650000000000034,60.173757094860754
unmarked3,167,buzz,2,22,1.0960077501510197,11857.026132063287,11.857026132063288,0.19650000000000034,60.34109990871892
unmarked3,168,buzz,1,22,1.0960077501510197,11677.04894579859,11.677048945798589,0.19650000000000034,59.42518547480188
unmarked3,169,buzz,1,22,1.0960077501510197,14993.112458531514,14.993112458531513,0.19650000000000034,76.30082676097449
unmarked3,170,buzz,2,22,1.0960077501510197,15025.173973246678,15.025173973246678,0.19650000000000034,76.46398969
unmarked3,171,buzz,1,22,1.0960077501510197,15161.697301838041,15.161697301838041,0.19650000000000034,77.15876489484995
unmarked3,177,flight,2,22,1.0960077501510197,12108.969598419955,12.108969598419955,0.19650000000000034,61.62325495379101
unmarked3,178,flight,1,22,1.0960077501510197,11361.06202017425,11.36106202017425,0.19650000000000034,57.81710951742611
unmarked3,179,flight,1,22,1.0960077501510197,8632.180275553732,8.632180275553733,0.19650000000000034,43.929670613504925
unmarked303,180,buzz,1,22.5,1.0586737026540554,10574.468268735236,10.574468268735236,0.2240000000000002,47.20744762828226
unmarked303,181,buzz,2,22.5,1.0586737026540554,11549.128802367773,11.549128802367774,0.2240000000000002,51.55861072485609
unmarked303,182,buzz,3,22.5,1.0586737026540554,10571.034354713309,10.571034354713309,0.2240000000000002,47.19211765497008
unmarked303,183,buzz,1,22.5,1.0586737026540554,9372.334116,9.372334116,0.2240000000000002,41.840777304035726
unmarked303,184,buzz,1,22.5,1.0586737026540554,8344.083307908386,8.344083307908386,0.2240000000000002,37.25037191030526
unmarked303,185,buzz,4,22.5,1.0586737026540554,8372.672579513817,8.372672579513818,0.2240000000000002,37.378002587115226
unmarked303,186,buzz,2,22.5,1.0586737026540554,10699.949051485492,10.699949051485492,0.2240000000000002,47.767629694131614
unmarked303,187,buzz,1,22.5,1.0586737026540554,10618.960513232458,10.618960513232457,0.2240000000000002,47.40607371978771
unmarked303,188,buzz,2,22.5,1.0586737026540554,10749.179284271571,10.749179284271571,0.2240000000000002,47.98740751906947
unmarked303,189,buzz,1,22.5,1.0586737026540554,10879.398055310685,10.879398055310684,0.2240000000000002,48.56874131835122
unmarked303,190,buzz,1,22.5,1.0586737026540554,10622.935621251183,10.622935621251184,0.2240000000000002,47.42381973772846
unmarked303,191,buzz,2,22.5,1.0586737026540554,10630.479941791036,10.630479941791036,0.2240000000000002,47.45749974013851
unmarked303,192,buzz,1,22.5,1.0586737026540554,10800.003879653843,10.800003879653843,0.2240000000000002,48.21430303
unmarked303,193,buzz,1,22.5,1.0586737026540554,11058.068298760201,11.058068298760201,0.2240000000000002,49.36637633375086
unmarked303,194,buzz,2,22.5,1.0586737026540554,11477.707074896141,11.477707074896141,0.2240000000000002,51.23976372721487
unmarked303,195,buzz,1,22.5,1.0586737026540554,13016.92632220827,13.01692632220827,0.2240000000000002,58.111278224144016
unmarked303,196,buzz,1,22.5,1.0586737026540554,13016.92632220827,13.01692632220827,0.2240000000000002,58.111278224144016
unmarked303,197,buzz,1,22.5,1.0586737026540554,13016.92632220827,13.01692632220827,0.2240000000000002,58.111278224144016
unmarked303,198,buzz,1,22.5,1.0586737026540554,13628.319278350084,13.628319278350084,0.2240000000000002,60.84071106406282
unmarked303,199,buzz,2,22.5,1.0586737026540554,13327.417321743758,13.327417321743757,0.2240000000000002,59.49739875778458
unmarked303,200,buzz,2,22.5,1.0586737026540554,13611.283101126974,13.611283101126974,0.2240000000000002,60.76465670145965
unmarked303,201,buzz,2,22.5,1.0586737026540554,13604.140229655171,13.60414022965517,0.2240000000000002,60.73276888
unmarked303,202,buzz,2,22.5,1.0586737026540554,13285.35282778146,13.28535282778146,0.2240000000000002,59.30961083831004
unmarked303,203,buzz,2,22.5,1.0586737026540554,11539.312356327286,11.539312356327285,0.2240000000000002,51.51478730503248
unmarked303,204,flight,1,22.5,1.0586737026540554,10915.23247,10.91523247,0.2240000000000002,48.72871636726603
unmarked303,205,buzz,1,22.5,1.0586737026540554,10646.871386729228,10.646871386729227,0.2240000000000002,47.53067583361258
unmarked303,206,buzz,2,22.5,1.0586737026540554,10773.121401791834,10.773121401791833,0.2240000000000002,48.09429197228493
unmarked303,207,buzz,2,22.5,1.0586737026540554,11188.394419312765,11.188394419312765,0.2240000000000002,49.94818937193194
unmarked303,208,buzz,2,22.5,1.0586737026540554,11745.795651823451,11.745795651823451,0.2240000000000002,52.43658773135465
unmarked303,209,buzz,1,22.5,1.0586737026540554,11996.707036190453,11.996707036190454,0.2240000000000002,53.556727840135906
unmarked303,211,buzz,2,22.5,1.0586737026540554,10848.196823946064,10.848196823946063,0.2240000000000002,48.429450106902024
unmarked303,212,buzz,1,22.5,1.0586737026540554,10609.596332597741,10.609596332597741,0.2240000000000002,47.36426934195416
unmarked303,213,buzz,1,22.5,1.0586737026540554,10187.17917319656,10.18717917319656,0.2240000000000002,45.478478451770314
unmarked303,214,buzz,2,22.5,1.0586737026540554,9799.303784,9.799303784,0.2240000000000002,43.74689189357741
unmarked303,215,buzz,2,22.5,1.0586737026540554,12468.428747271644,12.468428747271645,0.2240000000000002,55.66262833603408
unmarked303,216,buzz,2,22.5,1.0586737026540554,8552.768856,8.552768856,0.2240000000000002,38.18200382339644
unmarked303,217,buzz,2,22.5,1.0586737026540554,9098.259374592417,9.098259374592416,0.2240000000000002,40.61722935085896
unmarked303,218,buzz,2,22.5,1.0586737026540554,9887.116321366952,9.887116321366952,0.2240000000000002,44.13891214895956
unmarked303,219,buzz,2,22.5,1.0586737026540554,10579.899264829852,10.579899264829852,0.2240000000000002,47.231693146561796
unmarked303,220,buzz,1,22.5,1.0586737026540554,10579.502897395578,10.579502897395578,0.2240000000000002,47.22992364908736
unmarked303,221,buzz,2,22.5,1.0586737026540554,10533.056764712737,10.533056764712738,0.2240000000000002,47.022574842467534
unmarked303,223,buzz,2,22.5,1.0586737026540554,10358.393389493025,10.358393389493026,0.2240000000000002,46.24282763166525
unmarked303,224,buzz,2,22.5,1.0586737026540554,9791.070267041066,9.791070267041066,0.2240000000000002,43.71013512071901
unmarked303,225,buzz,1,22.5,1.0586737026540554,9345.62886,9.34562886,0.2240000000000002,41.72155741169559
unmarked303,226,buzz,2,22.5,1.0586737026540554,9538.575953753852,9.538575953753853,0.2240000000000002,42.58292836497252
unmarked303,227,buzz,1,22.5,1.0586737026540554,8530.994690928846,8.530994690928846,0.2240000000000002,38.084797727360886
unmarked303,228,buzz,2,22.5,1.0586737026540554,9279.361179802188,9.279361179802189,0.2240000000000002,41.42571955268831
unmarked303,229,flight,1,22.5,1.0586737026540554,9336.935455243107,9.336935455243108,0.2240000000000002,41.68274756804955
unmarked38,234,buzz,2,23.5,0.9877774918486618,6494.319734774571,6.494319734774571,0.1680000000000028,38.656665087943225
unmarked38,235,buzz,2,23.5,0.9877774918486618,6533.947194637057,6.533947194637057,0.1680000000000028,38.89254282521993
unmarked38,236,buzz,1,23.5,0.9877774918486618,7573.303463777579,7.573303463777579,0.1680000000000028,45.07918728
unmarked38,237,buzz,3,23.5,0.9877774918486618,7613.301735310507,7.613301735310507,0.1680000000000028,45.31727223399035
unmarked38,238,buzz,2,23.5,0.9877774918486618,7675.892848747991,7.675892849,0.1680000000000028,45.68983838540394
unmarked38,239,buzz,1,23.5,0.9877774918486618,7703.671127373758,7.703671127373759,0.1680000000000028,45.85518528198589
unmarked38,240,buzz,2,23.5,0.9877774918486618,8078.8829514289355,8.078882951428936,0.1680000000000028,48.088589
unmarked38,241,buzz,1,23.5,0.9877774918486618,9501.632805589621,9.501632806,0.1680000000000028,56.55733813
unmarked38,242,buzz,2,23.5,0.9877774918486618,9575.343922919341,9.575343922919341,0.1680000000000028,56.99609477928084
unmarked38,243,buzz,2,23.5,0.9877774918486618,9607.193227700012,9.607193227700012,0.1680000000000028,57.185673974403876
unmarked38,244,buzz,1,23.5,0.9877774918486618,9337.142961204021,9.337142961204021,0.1680000000000028,55.578231911927766
unmarked38,245,buzz,1,23.5,0.9877774918486618,9337.142961204021,9.337142961204021,0.1680000000000028,55.578231911927766
unmarked38,246,buzz,1,23.5,0.9877774918486618,9097.102362687887,9.097102362687886,0.1680000000000028,54.149418825522226
unmarked38,247,buzz,1,23.5,0.9877774918486618,9097.102362687887,9.097102362687886,0.1680000000000028,54.149418825522226
unmarked38,248,buzz,1,23.5,0.9877774918486618,9097.102362687887,9.097102362687886,0.1680000000000028,54.149418825522226
unmarked38,249,buzz,2,23.5,0.9877774918486618,9015.234969052472,9.015234969052472,0.1680000000000028,53.662112911025716
unmarked38,250,buzz,1,23.5,0.9877774918486618,8933.367575417056,8.933367575417057,0.1680000000000028,53.174806996529206
unmarked38,251,buzz,1,23.5,0.9877774918486618,9443.774331671078,9.443774331671078,0.1680000000000028,56.21294245042214
unmarked38,252,buzz,2,23.5,0.9877774918486618,9435.251194804912,9.435251194804913,0.1680000000000028,56.162209492885445
unmarked38,253,buzz,1,23.5,0.9877774918486618,9426.728057938748,9.426728057938748,0.1680000000000028,56.11147653534875
unmarked38,254,buzz,2,23.5,0.9877774918486618,9398.572250755593,9.398572250755594,0.1680000000000028,55.943882444972836
unmarked38,255,buzz,2,23.5,0.9877774918486618,9341.889627163353,9.341889627163352,0.1680000000000028,55.60648588
unmarked38,256,buzz,1,23.5,0.9877774918486618,9760.047250787129,9.760047251,0.1680000000000028,58.09551934992242
unmarked38,257,buzz,1,23.5,0.9877774918486618,9760.047250787129,9.760047251,0.1680000000000028,58.09551934992242
unmarked38,258,buzz,1,23.5,0.9877774918486618,9760.047250787129,9.760047251,0.1680000000000028,58.09551934992242
unmarked38,259,buzz,2,23.5,0.9877774918486618,9868.349940770393,9.868349940770393,0.1680000000000028,58.740178218870405
unmarked38,260,buzz,2,23.5,0.9877774918486618,10119.377390772866,10.119377390772867,0.1680000000000028,60.234389230789866
unmarked38,261,buzz,1,23.5,0.9877774918486618,10084.183668960291,10.084183668960291,0.1680000000000028,60.02490279
unmarked38,262,buzz,2,23.5,0.9877774918486618,10332.674506363697,10.332674506363697,0.1680000000000028,61.50401492
unmarked38,263,flight,1,23.5,0.9877774918486618,6756.884030770835,6.756884030770835,0.1680000000000028,40.21954780220668
unmarked38,264,flight,1,23.5,0.9877774918486618,8657.565480586034,8.657565480586033,0.1680000000000028,51.53312786063029
unmarked4,265,buzz,1,22.5,1.0586737026540554,16144.260296993814,16.144260296993814,0.16099999999999426,100.27490867698378
unmarked4,266,buzz,1,22.5,1.0586737026540554,16051.359138769034,16.051359138769033,0.16099999999999426,99.69788284950066
unmarked4,267,buzz,1,22.5,1.0586737026540554,15999.747525356208,15.999747525356208,0.16099999999999426,99.37731382209179
unmarked4,268,buzz,1,22.5,1.0586737026540554,15999.747525356208,15.999747525356208,0.16099999999999426,99.37731382209179
unmarked4,298,flight,2,22.5,1.0586737026540554,14375.464269505308,14.375464269505308,0.16099999999999426,89.28859794724112
unmarked4,301,flight,2,22.5,1.0586737026540554,14145.97959394106,14.14597959394106,0.16099999999999426,87.86322729156251
unmarked4,306,flight,2,22.5,1.0586737026540554,14848.225174693025,14.848225174693026,0.16099999999999426,92.22500108505314
unmarked4,309,flight,2,22.5,1.0586737026540554,13717.924361869018,13.717924361869018,0.16099999999999426,85.20449914204663
unmarked4,310,flight,1,22.5,1.0586737026540554,14341.621858987311,14.341621858987311,0.16099999999999426,89.07839663967592
unmarked4,311,flight,2,22.5,1.0586737026540554,14635.40444667803,14.63540444667803,0.16099999999999426,90.90313320918355
unmarked4,312,flight,4,22.5,1.0586737026540554,14280.471066176711,14.28047106617671,0.16099999999999426,88.69857805079019
unmarked4,313,flight,2,22.5,1.0586737026540554,14530.168257674148,14.530168257674148,0.16099999999999426,90.24949228369358
unmarked4,314,flight,2,22.5,1.0586737026540554,14615.920192384903,14.615920192384904,0.16099999999999426,90.78211299618276
unmarked4,315,flight,1,22.5,1.0586737026540554,14582.967702981357,14.582967702981357,0.16099999999999426,90.57743914895576
unmarked4,316,flight,2,22.5,1.0586737026540554,13674.21151,13.67421151,0.16099999999999426,84.93299076367819
unmarked4,317,flight,2,22.5,1.0586737026540554,13327.224219660391,13.32722421966039,0.16099999999999426,82.77779018422898
unmarked4,318,flight,2,22.5,1.0586737026540554,13480.068965072627,13.480068965072627,0.16099999999999426,83.72713642902552
unmarked4,319,flight,1,22.5,1.0586737026540554,14779.076843130468,14.779076843130468,0.16099999999999426,91.79550834242855
unmarked4,320,flight,2,22.5,1.0586737026540554,13761.535578110892,13.761535578110893,0.16099999999999426,85.47537626
unmarked4,321,flight,2,22.5,1.0586737026540554,13517.372603394086,13.517372603394085,0.16099999999999426,83.95883604592899
unmarked4,322,flight,2,22.5,1.0586737026540554,15682.253399277663,15.682253399277663,0.16099999999999426,97.40530061663492
unmarked4,323,flight,2,22.5,1.0586737026540554,14746.892950835048,14.746892950835049,0.16099999999999426,91.59560839028308
unmarked4,324,flight,1,22.5,1.0586737026540554,13607.86951364014,13.607869513640141,0.16099999999999426,84.52092865615296
unmarked4,325,flight,2,22.5,1.0586737026540554,12697.91405804012,12.69791405804012,0.16099999999999426,78.86903141640107
unmarked4,326,buzz,1,22.5,1.0586737026540554,13918.296357549247,13.918296357549247,0.16099999999999426,86.44904569906673
unmarked4,327,buzz,1,22.5,1.0586737026540554,13971.49344069917,13.97149344069917,0.16099999999999426,86.77946236459421
unmarked4,328,buzz,1,22.5,1.0586737026540554,14068.362084492015,14.068362084492016,0.16099999999999426,87.38113095958086
unmarked4,329,buzz,1,22.5,1.0586737026540554,12908.297507456859,12.908297507456858,0.16099999999999426,80.17576091588397
unmarked41,345,buzz,2,23,1.0226113898709317,14966.409362317334,14.966409362317334,0.22399999999999665,66.81432751034625
unmarked41,346,buzz,2,23,1.0226113898709317,15713.349673196979,15.713349673196978,0.22399999999999665,70.14888246963042
unmarked41,347,buzz,1,23,1.0226113898709317,15568.723380505753,15.568723380505753,0.22399999999999665,69.50322937725886
unmarked41,355,flight,1,23,1.0226113898709317,15690.641564673502,15.690641564673502,0.22399999999999665,70.04750699
unmarked41,356,flight,1,23,1.0226113898709317,15614.97036704583,15.61497036704583,0.22399999999999665,69.70968913859849
unmarked41,357,flight,2,23,1.0226113898709317,15098.145842961505,15.098145842961506,0.22399999999999665,67.40243679893631
unmarked41,358,flight,1,23,1.0226113898709317,15345.73355891961,15.34573355891961,0.22399999999999665,68.50773910232071
unmarked41,359,flight,1,23,1.0226113898709317,15371.886231648723,15.371886231648723,0.22399999999999665,68.62449210557568
unmarked41,360,flight,1,23,1.0226113898709317,13847.480659901796,13.847480659901796,0.22399999999999665,61.819110088848234
unmarked41,361,flight,1,23,1.0226113898709317,15541.20736227166,15.54120736227166,0.22399999999999665,69.38039001014238
unmarked41,362,flight,1,23,1.0226113898709317,14435.166017635835,14.435166017635835,0.22399999999999665,64.44270543587523
unmarked41,363,flight,1,23,1.0226113898709317,14620.853429986822,14.620853429986822,0.22399999999999665,65.27166709815643
unmarked41,364,flight,2,23,1.0226113898709317,14125.009823788483,14.125009823788483,0.22399999999999665,63.05807957048524
unmarked42,365,buzz,1,23.5,0.9877774918486618,10898.027373379291,10.898027373379291,0.15450000000000053,70.53739400245472
unmarked42,366,buzz,1,23.5,0.9877774918486618,10642.480248685117,10.642480248685116,0.15450000000000053,68.88336730540505
unmarked42,379,flight,1,23.5,0.9877774918486618,11392.727282179927,11.392727282179926,0.15450000000000053,73.73933515974038
unmarked42,380,flight,2,23.5,0.9877774918486618,11515.819371882148,11.515819371882147,0.15450000000000053,74.53604771444729
unmarked42,381,flight,2,23.5,0.9877774918486618,11960.088695947446,11.960088695947446,0.15450000000000053,77.41157732004793
unmarked42,384,flight,1,23.5,0.9877774918486618,11866.229881116491,11.86622988111649,0.15450000000000053,76.8040769
unmarked42,385,flight,2,23.5,0.9877774918486618,11383.355446892765,11.383355446892764,0.15450000000000053,73.67867603166813
unmarked42,395,flight,1,23.5,0.9877774918486618,11378.572035610738,11.378572035610738,0.15450000000000053,73.64771544084594
unmarked42,396,flight,1,23.5,0.9877774918486618,10947.531620382772,10.947531620382772,0.15450000000000053,70.85780984066496
unmarked42,397,flight,1,23.5,0.9877774918486618,10348.98587364209,10.348985873642091,0.15450000000000053,66.98372733748903
unmarked42,398,flight,2,23.5,0.9877774918486618,10315.299895393075,10.315299895393075,0.15450000000000053,66.76569511581255
unmarked42,399,flight,1,23.5,0.9877774918486618,10753.235392625144,10.753235392625143,0.15450000000000053,69.60022907847966
unmarked42,400,flight,1,23.5,0.9877774918486618,10937.794109868128,10.937794109868127,0.15450000000000053,70.79478388264135
unmarked42,401,flight,1,23.5,0.9877774918486618,10968.388739678656,10.968388739678655,0.15450000000000053,70.99280737656063
unmarked42,402,flight,1,23.5,0.9877774918486618,11000.335834431018,11.000335834431018,0.15450000000000053,71.19958468887366
unmarked42,403,flight,1,23.5,0.9877774918486618,11093.073916919726,11.093073916919726,0.15450000000000053,71.79983118
unmarked42,413,flight,1,23.5,0.9877774918486618,11475.804900798352,11.475804900798352,0.15450000000000053,74.27705437409911
unmarked42,414,flight,1,23.5,0.9877774918486618,11192.106117586492,11.192106117586492,0.15450000000000053,72.44081629505796
unmarked42,416,flight,2,23.5,0.9877774918486618,11377.499901921088,11.377499901921087,0.15450000000000053,73.64077606421391
unmarked42,417,flight,1,23.5,0.9877774918486618,10577.52874215311,10.57752874215311,0.15450000000000053,68.46296920487427
unmarked42,418,flight,1,23.5,0.9877774918486618,10484.968459612935,10.484968459612935,0.15450000000000053,67.86387352500259
unmarked42,419,flight,1,23.5,0.9877774918486618,10254.741232922815,10.254741232922816,0.15450000000000053,66.37372966293063
unmarked42,420,flight,1,23.5,0.9877774918486618,9850.508308601628,9.850508308601627,0.15450000000000053,63.75733533075465
unmarked42,421,flight,2,23.5,0.9877774918486618,10501.152996261379,10.501152996261379,0.15450000000000053,67.96862780751678
unmarked42,422,flight,1,23.5,0.9877774918486618,10712.730193683401,10.71273019,0.15450000000000053,69.33805950604119
unmarked42,428,flight,1,23.5,0.9877774918486618,9366.164654,9.366164654,0.15450000000000053,60.622424945867294
unmarked44,429,buzz,3,23.5,0.9877774918486618,13135.331539086606,13.135331539086607,0.19799999999999685,66.34005827821625
unmarked44,448,flight,2,23.5,0.9877774918486618,12192.030506807916,12.192030506807916,0.19799999999999685,61.57591165054601
unmarked44,449,flight,1,23.5,0.9877774918486618,12197.267307958698,12.197267307958699,0.19799999999999685,61.60236014120653
unmarked44,453,buzz,2,23.5,0.9877774918486618,11418.492865388305,11.418492865388306,0.19799999999999685,57.66915588580044
unmarked44,454,flight,1,23.5,0.9877774918486618,12231.06944884076,12.23106944884076,0.19799999999999685,61.77307802444927
unmarked44,455,flight,1,23.5,0.9877774918486618,12520.006218536395,12.520006218536395,0.19799999999999685,63.232354639073705
unmarked46,456,buzz,2,24,0.9541301642708879,9830.142223296047,9.830142223296047,0.16799999999999926,58.51275132914339
unmarked46,457,buzz,1,24,0.9541301642708879,10588.599564304293,10.588599564304292,0.16799999999999926,63.02737836
unmarked46,458,buzz,2,24,0.9541301642708879,10893.558074930455,10.893558074930455,0.16799999999999926,64.84260758887204
