BeeID,bout_index,event_type,dt,Temperature,q10,metabolic_rate_uL_h,metabolic_rate_mL_h
unmarked47,628,buzz,2,24.0,0.9541301642708879,12137.7287338831,12.1377287338831
unmarked47,629,buzz,2,24.0,0.9541301642708879,13635.793429548228,13.635793429548228
unmarked47,630,buzz,1,24.0,0.9541301642708879,12361.955810571873,12.361955810571873
unmarked47,631,buzz,2,24.0,0.9541301642708879,12399.519533487151,12.399519533487151
unmarked48,632,buzz,4,24.0,0.9541301642708879,7091.485429272394,7.091485429272394
unmarked48,633,buzz,2,24.0,0.9541301642708879,6988.440516487334,6.988440516487334
unmarked48,634,buzz,2,24.0,0.9541301642708879,6946.578055529948,6.946578055529948
unmarked48,639,buzz,7,24.0,0.9541301642708879,7195.581902541927,7.195581902541927
unmarked48,640,flight,1,24.0,0.9541301642708879,7546.649025965098,7.546649025965098
unmarked48,641,flight,1,24.0,0.9541301642708879,6913.341694561705,6.913341694561705
unmarked48,642,flight,1,24.0,0.9541301642708879,6897.5985468512345,6.897598546851235
unmarked48,643,flight,2,24.0,0.9541301642708879,7493.347880120335,7.493347880120335
unmarked48,644,flight,2,24.0,0.9541301642708879,7614.28731331026,7.61428731331026
unmarked48,645,flight,1,24.0,0.9541301642708879,7811.438465849424,7.811438465849424
unmarked48,646,flight,1,24.0,0.9541301642708879,6992.076897369402,6.992076897369402
unmarked48,647,flight,1,24.0,0.9541301642708879,7229.675917484403,7.2296759174844025
unmarked48,648,flight,2,24.0,0.9541301642708879,7660.83150015769,7.66083150015769
unmarked48,649,flight,1,24.0,0.9541301642708879,7329.867599426226,7.329867599426226
unmarked48,650,flight,2,24.0,0.9541301642708879,6113.3436252874635,6.113343625287463
unmarked48,651,flight,1,24.0,0.9541301642708879,6004.592250815933,6.004592250815933
unmarked48,652,flight,2,24.0,0.9541301642708879,6382.076866792787,6.3820768667927865
unmarked5,672,buzz,2,22.5,1.0586737026540554,11929.919758719565,11.929919758719565
unmarked5,734,buzz,3,22.5,1.0586737026540554,8998.369487786935,8.998369487786935
unmarked5,739,flight,1,22.5,1.0586737026540554,9641.110619203306,9.641110619203305
unmarked5,740,flight,1,22.5,1.0586737026540554,8278.282502593624,8.278282502593624
unmarked50,741,buzz,1,23.0,1.0226113898709317,8245.975016353512,8.245975016353512
unmarked50,742,buzz,1,23.0,1.0226113898709317,8245.975016353512,8.245975016353512
unmarked50,747,flight,1,23.0,1.0226113898709317,11005.21942824596,11.00521942824596
unmarked50,748,flight,3,23.0,1.0226113898709317,10389.212234502613,10.389212234502613
unmarked50,749,flight,1,23.0,1.0226113898709317,10880.3745302804,10.8803745302804
unmarked50,750,flight,2,23.0,1.0226113898709317,10602.235480960797,10.602235480960797
unmarked50,751,flight,1,23.0,1.0226113898709317,10676.721881032157,10.676721881032158
unmarked50,752,flight,2,23.0,1.0226113898709317,10182.013373476577,10.182013373476577
unmarked50,753,flight,1,23.0,1.0226113898709317,10239.626685615072,10.239626685615072
unmarked50,754,flight,1,23.0,1.0226113898709317,10676.275204377063,10.676275204377063
unmarked50,755,flight,2,23.0,1.0226113898709317,11053.513273744004,11.053513273744004
unmarked50,756,flight,1,23.0,1.0226113898709317,11180.657820203103,11.180657820203104
unmarked50,757,flight,1,23.0,1.0226113898709317,11061.130092420317,11.061130092420317
unmarked50,758,flight,1,23.0,1.0226113898709317,11028.211004646704,11.028211004646705
unmarked50,759,flight,2,23.0,1.0226113898709317,11099.103743771784,11.099103743771785
unmarked50,760,flight,1,23.0,1.0226113898709317,11008.812475625407,11.008812475625408
unmarked50,761,flight,1,23.0,1.0226113898709317,10881.676519101984,10.881676519101983
unmarked50,762,flight,1,23.0,1.0226113898709317,10876.428068404608,10.876428068404609
unmarked50,763,flight,2,23.0,1.0226113898709317,8999.195183778349,8.99919518377835
unmarked50,764,flight,2,23.0,1.0226113898709317,9153.860657006215,9.153860657006215
unmarked50,765,flight,1,23.0,1.0226113898709317,8254.452055730984,8.254452055730985
unmarked50,766,flight,1,23.0,1.0226113898709317,7985.86562844872,7.985865628448719
unmarked50,767,flight,1,23.0,1.0226113898709317,7585.586897334321,7.585586897334322
unmarked50,768,flight,2,23.0,1.0226113898709317,8371.295428615358,8.371295428615358
unmarked50,769,flight,2,23.0,1.0226113898709317,8816.70138679793,8.816701386797929
unmarked50,770,flight,2,23.0,1.0226113898709317,8024.701954768684,8.024701954768684
unmarked50,771,flight,1,23.0,1.0226113898709317,8637.721487075383,8.637721487075384
unmarked50,772,flight,2,23.0,1.0226113898709317,9605.525610461626,9.605525610461626
unmarked501,773,buzz,1,24.0,0.9541301642708879,6617.241137554601,6.6172411375546005
unmarked501,774,buzz,1,24.0,0.9541301642708879,6469.905884196151,6.469905884196152
unmarked501,775,buzz,1,24.0,0.9541301642708879,6409.820872883424,6.409820872883424
unmarked501,776,buzz,1,24.0,0.9541301642708879,6132.26975122594,6.13226975122594
unmarked501,777,buzz,1,24.0,0.9541301642708879,6052.148006463524,6.052148006463525
unmarked501,778,buzz,1,24.0,0.9541301642708879,5631.500259289351,5.631500259289351
unmarked501,779,buzz,1,24.0,0.9541301642708879,5485.621390213646,5.485621390213646
unmarked501,780,buzz,2,24.0,0.9541301642708879,5475.257819195369,5.475257819195369
unmarked501,781,buzz,1,24.0,0.9541301642708879,5464.894248177093,5.464894248177092
unmarked501,802,flight,1,24.0,0.9541301642708879,8279.406107694575,8.279406107694575
unmarked501,803,flight,1,24.0,0.9541301642708879,7481.651007610503,7.481651007610504
unmarked501,804,flight,1,24.0,0.9541301642708879,7427.317111275936,7.427317111275936
unmarked501,805,flight,1,24.0,0.9541301642708879,7414.463833007008,7.414463833007009
unmarked501,806,flight,2,24.0,0.9541301642708879,7799.81487053621,7.79981487053621
unmarked501,807,flight,2,24.0,0.9541301642708879,7875.853701499679,7.875853701499679
unmarked501,808,flight,1,24.0,0.9541301642708879,7951.773457018647,7.951773457018647
unmarked501,809,flight,1,24.0,0.9541301642708879,7562.579946491895,7.562579946491895
unmarked501,810,flight,1,24.0,0.9541301642708879,7549.008780687371,7.5490087806873705
unmarked501,811,flight,1,24.0,0.9541301642708879,5559.531747606661,5.559531747606661
unmarked501,816,flight,1,24.0,0.9541301642708879,5579.107063708909,5.579107063708909
unmarked51,819,buzz,3,23.5,0.9877774918486618,7050.005421032941,7.050005421032941
unmarked51,820,buzz,2,23.5,0.9877774918486618,7312.310326659847,7.312310326659848
unmarked51,821,buzz,4,23.5,0.9877774918486618,10653.623860459407,10.653623860459406
unmarked51,822,buzz,2,23.5,0.9877774918486618,9627.405525849217,9.627405525849218
unmarked51,823,buzz,1,23.5,0.9877774918486618,11202.910427792334,11.202910427792334
unmarked51,824,buzz,2,23.5,0.9877774918486618,11585.195726466638,11.585195726466639
unmarked51,825,buzz,1,23.5,0.9877774918486618,12343.252919033997,12.343252919033997
unmarked51,826,buzz,3,23.5,0.9877774918486618,12976.217574922646,12.976217574922646
unmarked51,827,buzz,1,23.5,0.9877774918486618,13010.82653246005,13.010826532460051
unmarked51,828,buzz,2,23.5,0.9877774918486618,12104.078206267217,12.104078206267216
unmarked51,829,buzz,1,23.5,0.9877774918486618,12309.373731507576,12.309373731507575
unmarked51,830,buzz,2,23.5,0.9877774918486618,12444.587036367771,12.444587036367771
