laser_key,buzz.number,wav_file,cep.fund.frequency,start_laser,stop_laser,is_floral_buzz
_093847,85,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz85.wav,322.78,385.71,386.3,
_093847,87,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz87.wav,329.42,386.59,387.59,
_093847,88,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz88.wav,361.81,388.75,388.86,
_093847,91,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz91.wav,259.6,394.21,394.86,
_093847,93,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz93.wav,290.8,400.89,401.14,
_093847,94,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz94.wav,255.75,401.38,401.56,
_093847,95,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz95.wav,416.05,402.85,403.43,
_093847,96,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz96.wav,310.96,403.46,403.8,
_093847,99,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz99.wav,287.64,406.38,406.81,
_093847,104,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz104.wav,313.29,412.11,413.06,
_093847,105,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz105.wav,318.47,417.31,417.61,
_093847,106,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz106.wav,335.85,418.62,419.93,
_093847,110,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz110.wav,280.19,426.99,428.53,
_093847,116,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz116.wav,364.05,432.78,432.88,
_093847,119,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz119.wav,417.87,438.37,438.57,
_093847,122,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz122.wav,301.17,448.34,448.8,
_102350,17,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz17.wav,331.55,328.56,328.69,
_102350,19,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz19.wav,266.73,330.9,331.91,
_102350,22,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz22.wav,337.63,333.75,334.68,
_102350,25,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz25.wav,345.22,338.03,338.14,
_102350,27,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz27.wav,261.68,344.69,345.54,
_102350,28,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz28.wav,262.64,346.23,346.73,
_102350,37,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz37.wav,317.53,351.61,353.93,
_102350,38,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz38.wav,256.18,353.98,354.24,
_102350,40,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz40.wav,253.14,365.33,367.3,
_102350,41,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz41.wav,252.98,367.38,369.76,
_102350,43,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz43.wav,322.17,369.98,370.11,
_102350,48,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz48.wav,367.99,385.92,386.04,
_102350,53,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz53.wav,260.9,391.29,391.49,
_102350,55,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz55.wav,430.96,392.3,392.4,
_102350,60,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz60.wav,390.28,397.03,397.95,
_102350,61,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz61.wav,420.06,399.62,399.78,
_102350,62,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz62.wav,384.82,399.99,400.45,
_102350,68,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz68.wav,267.78,410.27,412.65,
_102350,71,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz71.wav,288.51,426.09,426.19,
_102350,73,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz73.wav,284.63,432.63,433.09,
_104858,42,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz42.wav,371.22,312.61,312.7,
_104858,43,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz43.wav,278.34,313.0,314.1,
_104858,44,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz44.wav,390.81,314.35,314.43,
_104858,45,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz45.wav,318.85,314.46,315.25,
_104858,53,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz53.wav,305.89,321.81,321.96,
_104858,57,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz57.wav,289.71,324.08,324.25,
_104858,58,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz58.wav,313.36,324.41,324.82,
_104858,71,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz71.wav,371.69,336.63,336.91,
_104858,80,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz80.wav,292.43,345.33,345.76,
_104858,96,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz96.wav,326.26,369.71,370.16,
_104858,114,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz114.wav,281.02,402.55,403.06,
_111333,37,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz37.wav,306.35,343.82,344.08,
_111333,38,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz38.wav,280.97,344.77,345.06,
_111333,42,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz42.wav,274.34,352.92,353.52,
_111333,43,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz43.wav,312.82,354.51,354.96,
_111333,44,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz44.wav,296.26,354.98,355.21,
_111333,50,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz50.wav,370.23,386.91,387.02,
_111333,54,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz54.wav,278.85,396.83,397.56,
_111333,56,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz56.wav,291.7,407.42,408.3,
_111333,57,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz57.wav,301.67,411.12,411.23,
_111333,58,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz58.wav,291.53,411.26,412.15,
_111333,61,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz61.wav,356.18,417.12,417.36,
_111333,64,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz64.wav,265.97,421.57,421.77,
_111333,65,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz65.wav,356.72,424.27,424.38,
_111333,67,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz67.wav,443.71,429.08,429.25,
_111333,72,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz72.wav,312.68,433.03,433.38,
_111333,73,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz73.wav,345.14,433.55,434.12,
_111333,79,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz79.wav,281.18,438.38,438.78,
_111333,81,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz81.wav,379.52,442.42,442.55,
_111333,82,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz82.wav,314.85,442.57,442.95,
_111333,83,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz83.wav,365.71,442.97,443.06,
_111333,84,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz84.wav,329.24,443.21,443.42,
_111333,85,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz85.wav,309.07,444.11,444.65,
_111333,86,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz86.wav,374.74,448.71,448.81,
_111333,88,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz88.wav,358.32,448.96,449.12,
_111333,89,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz89.wav,274.35,449.15,449.7,
_111333,90,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz90.wav,364.93,452.18,452.52,
_111333,91,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz91.wav,345.42,453.11,453.42,
_111333,93,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz93.wav,337.44,455.81,456.18,
_111333,97,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz97.wav,343.84,459.73,460.01,
_111333,101,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz101.wav,310.2,463.9,464.41,
_111333,102,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz102.wav,372.49,466.46,466.58,
_111333,105,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz105.wav,280.46,468.17,468.37,
_111333,108,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz108.wav,339.52,472.02,472.38,
_111333,109,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz109.wav,299.6,472.6,472.86,
_111333,110,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz110.wav,323.65,472.88,473.14,
_111333,111,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz111.wav,365.71,473.16,473.27,
_111333,112,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz112.wav,262.36,476.25,476.37,
_111333,114,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz114.wav,251.36,477.74,478.22,
_111333,115,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz115.wav,374.81,478.92,479.04,
_111333,116,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz116.wav,306.71,479.07,479.17,
_111333,119,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz119.wav,416.18,483.51,483.69,
_111333,121,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz121.wav,306.96,487.09,487.19,
_111333,122,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz122.wav,336.47,487.46,487.66,
_111333,123,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz123.wav,350.75,487.69,487.84,
_111333,124,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz124.wav,274.76,487.91,488.1,
_111333,132,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz132.wav,313.23,497.41,497.5,
_111333,134,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz134.wav,265.81,499.0,499.6,
_111333,137,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz137.wav,320.27,504.27,504.49,
_111333,138,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz138.wav,270.51,505.39,505.61,
_111333,141,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz141.wav,281.25,508.62,509.27,
_111333,144,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz144.wav,256.88,512.01,512.24,
_111333,145,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz145.wav,276.76,512.57,512.95,
_111333,148,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz148.wav,325.69,513.51,513.74,
_111333,151,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz151.wav,328.57,515.0,515.59,
_111333,154,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz154.wav,268.41,520.54,520.8,
_111333,155,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz155.wav,320.5,521.82,523.29,
_111333,158,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz158.wav,300.29,529.64,530.16,
_111333,159,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz159.wav,292.43,530.24,530.35,
_111333,164,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz164.wav,344.28,533.4,533.49,
_111333,166,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz166.wav,309.97,534.04,534.32,
_111333,169,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz169.wav,257.92,538.4,538.54,
_111333,171,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz171.wav,287.15,542.95,543.07,
_111333,172,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz172.wav,351.94,543.4,543.64,
_111333,173,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz173.wav,320.87,544.01,544.6,
_111333,175,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz175.wav,351.16,547.15,547.55,
_111333,182,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz182.wav,363.92,556.15,556.32,
_111333,183,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz183.wav,390.55,556.37,556.49,
_111333,186,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz186.wav,273.15,562.16,562.44,
_111333,190,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz190.wav,279.96,590.31,590.46,
_111333,193,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz193.wav,291.25,599.33,599.5,
_111333,198,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz198.wav,293.17,614.95,615.1,
_111333,199,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz199.wav,402.29,615.5,615.61,
_111333,203,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz203.wav,293.39,624.03,624.24,
_124101,43,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz43.wav,337.74,318.23,318.48,
_124101,44,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz44.wav,287.01,318.5,320.33,
_124101,47,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz47.wav,309.04,321.26,325.23,
_124101,49,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz49.wav,323.55,329.06,330.76,
_124101,51,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz51.wav,304.67,333.98,334.21,
_124101,53,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz53.wav,313.77,334.55,335.23,
_124101,56,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz56.wav,253.34,337.39,338.19,
_124101,57,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz57.wav,252.0,340.95,343.73,
_124101,58,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz58.wav,275.01,343.85,344.03,
_124101,59,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz59.wav,269.42,344.06,346.24,
_124101,62,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz62.wav,373.65,349.64,349.89,
_124101,71,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz71.wav,426.91,361.03,361.13,
_124101,73,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz73.wav,270.44,365.81,365.96,
_124101,82,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz82.wav,320.83,390.14,390.49,
_124101,83,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz83.wav,316.81,390.52,390.72,
_124101,91,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz91.wav,252.61,398.84,401.37,
_124101,94,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz94.wav,320.46,402.62,402.9,
_124101,103,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz103.wav,278.59,431.92,432.2,
_124101,105,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz105.wav,324.55,432.77,433.12,
_124101,108,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz108.wav,311.13,441.34,441.73,
_124101,110,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz110.wav,384.16,443.04,443.19,
_124101,111,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz111.wav,295.1,443.23,444.63,
_124101,120,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz120.wav,415.08,472.79,473.29,
_124101,122,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz122.wav,431.21,478.28,478.41,
_124101,129,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz129.wav,252.71,490.62,492.93,
_124101,150,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz150.wav,302.06,578.32,579.2,
_124101,153,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz153.wav,286.9,580.02,580.47,
_124101,157,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz157.wav,282.62,586.41,586.6,
_124101,160,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_124101\_124101_buzz160.wav,257.2,589.26,589.51,
_134513,37,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz37.wav,362.44,302.17,302.46,
_134513,39,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz39.wav,279.64,304.1,304.87,
_134513,40,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz40.wav,349.65,308.91,309.07,
_134513,41,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz41.wav,299.09,309.2,309.66,
_134513,42,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz42.wav,387.41,312.92,313.45,
_134513,52,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz52.wav,297.02,323.77,324.21,
_134513,58,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz58.wav,302.54,328.64,329.14,
_134513,64,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz64.wav,384.15,335.37,335.49,
_134513,71,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz71.wav,283.9,340.89,341.22,
_134513,76,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz76.wav,277.93,345.35,345.5,
_134513,78,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz78.wav,306.41,350.11,350.51,
_134513,80,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz80.wav,260.2,354.14,354.31,
_134513,83,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz83.wav,253.73,355.31,355.5,
_134513,87,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz87.wav,251.73,358.1,358.47,
_134513,91,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz91.wav,306.06,367.36,367.47,
_134513,93,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz93.wav,345.79,371.16,371.61,
_134513,94,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz94.wav,318.42,371.92,372.31,
_134513,99,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz99.wav,318.44,375.25,375.67,
_134513,101,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz101.wav,334.56,378.19,378.62,
_134513,103,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz103.wav,306.14,381.65,381.89,
_134513,108,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz108.wav,399.4,385.65,385.74,
_134513,109,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz109.wav,284.11,386.49,386.99,
_134513,129,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz129.wav,293.06,425.79,425.89,
_134513,131,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz131.wav,356.72,426.34,426.56,
_134513,133,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz133.wav,257.46,426.88,427.16,
_134513,134,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz134.wav,367.01,427.38,427.56,
_134513,146,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz146.wav,257.33,438.93,439.2,
_134513,155,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz155.wav,368.07,449.08,449.29,
_134513,156,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz156.wav,278.09,449.31,449.85,
_134513,166,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz166.wav,256.7,459.26,459.51,
_134513,167,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz167.wav,277.69,459.88,460.09,
_134513,170,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz170.wav,257.76,460.65,460.8,
_134513,171,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz171.wav,325.63,462.1,462.53,
_134513,173,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz173.wav,341.21,465.21,465.44,
_134513,178,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz178.wav,373.78,472.2,472.33,
_134513,180,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz180.wav,398.96,472.79,472.93,
_134513,190,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz190.wav,355.97,510.74,510.88,
_134513,191,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz191.wav,404.74,511.0,511.22,
_134513,192,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_134513\_134513_buzz192.wav,266.88,511.27,511.67,
