laser_key,buzz.number,wav_file,cep.fund.frequency,start_laser,stop_laser,is_floral_buzz
_091109,186,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz186.wav,259.75,500.17,500.79,
_091109,190,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz190.wav,281.13,503.24,503.42,
_091109,205,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz205.wav,271.91,520.61,521.82,
_091109,206,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz206.wav,326.24,523.14,523.49,
_091109,216,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz216.wav,286.56,531.15,532.18,
_091109,217,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz217.wav,252.86,532.26,533.08,
_091109,218,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz218.wav,262.69,533.26,533.78,
_091109,219,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz219.wav,289.62,533.9,534.14,
_091109,226,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz226.wav,311.54,538.83,539.29,
_091109,227,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz227.wav,304.57,539.4,539.94,
_091109,229,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz229.wav,385.95,540.73,540.81,
_091109,234,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz234.wav,301.19,544.04,544.16,
_091109,236,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz236.wav,357.1,544.79,544.89,
_091109,242,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz242.wav,284.55,547.74,548.99,
_091109,243,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz243.wav,253.18,549.18,549.34,
_091109,245,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz245.wav,282.5,550.31,551.1,
_091109,251,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz251.wav,304.65,563.15,563.29,
_091109,252,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz252.wav,263.53,564.91,565.15,
_091109,264,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz264.wav,432.46,581.94,582.04,
_091109,265,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz265.wav,389.29,597.65,597.98,
_091109,267,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz267.wav,289.74,598.61,600.63,
_091109,268,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz268.wav,255.57,600.68,600.78,
_091109,270,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz270.wav,258.75,601.95,602.13,
_091109,271,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz271.wav,422.12,602.28,602.45,
_091109,272,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz272.wav,363.37,603.49,603.6,
_091109,274,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz274.wav,316.66,604.2,604.7,
_091109,276,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz276.wav,264.83,605.13,606.73,
_091109,281,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz281.wav,397.59,609.09,609.34,
_091109,282,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz282.wav,305.07,609.94,610.16,
_091109,288,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz288.wav,292.46,617.34,617.48,
_091109,297,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz297.wav,283.04,641.33,641.48,
_091109,314,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz314.wav,322.2,651.55,652.4,
_091109,317,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz317.wav,372.27,653.43,653.53,
_091109,320,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz320.wav,279.58,654.44,654.55,
_091109,321,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz321.wav,354.95,654.58,654.83,
_091109,322,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz322.wav,297.31,655.03,655.3,
_091109,323,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz323.wav,364.95,655.35,655.53,
_093517,61,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz61.wav,392.57,366.84,367.33,
_093517,64,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz64.wav,301.81,368.36,368.46,
_093517,67,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz67.wav,414.88,369.46,369.57,
_093517,68,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz68.wav,271.3,369.59,370.02,
_093517,69,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz69.wav,270.95,370.09,370.27,
_093517,71,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz71.wav,316.21,370.57,370.96,
_093517,73,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz73.wav,373.47,371.67,371.86,
_093517,76,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz76.wav,262.73,372.82,373.02,
_093517,84,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz84.wav,355.28,380.57,381.75,
_093517,85,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz85.wav,289.33,382.12,382.45,
_093517,86,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz86.wav,303.67,382.47,382.71,
_093517,90,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz90.wav,255.05,386.95,387.13,
_093517,94,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz94.wav,304.53,395.8,397.32,
_093517,95,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz95.wav,290.83,397.35,397.72,
_093517,97,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz97.wav,361.29,398.76,398.85,
_093517,98,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz98.wav,390.27,399.66,399.78,
_093517,99,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz99.wav,346.85,399.81,400.12,
_093517,106,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz106.wav,312.2,459.41,459.53,
_093517,112,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz112.wav,287.54,476.7,476.97,
_093517,116,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz116.wav,317.69,478.01,478.1,
_093517,118,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz118.wav,316.71,478.93,480.23,
_093517,120,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz120.wav,279.24,484.0,484.2,
_093517,133,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz133.wav,255.36,511.12,511.22,
_093517,134,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz134.wav,438.29,511.25,511.4,
_093517,146,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz146.wav,349.85,522.0,522.35,
_093517,147,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz147.wav,279.06,524.31,524.4,
_093517,148,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz148.wav,250.52,524.51,524.7,
_093517,151,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz151.wav,255.49,526.07,526.55,
_093517,155,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz155.wav,429.14,530.22,530.32,
_093517,160,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz160.wav,250.53,532.34,533.9,
_093517,161,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz161.wav,418.16,535.84,536.27,
_093517,167,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz167.wav,319.05,546.71,547.0,
_093517,168,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz168.wav,261.31,547.02,547.17,
_093517,173,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz173.wav,298.03,558.41,558.51,
_093517,175,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz175.wav,379.78,559.21,559.3,
_093517,179,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz179.wav,251.08,574.57,576.65,
_093517,180,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz180.wav,265.92,579.11,579.22,
_093517,183,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz183.wav,331.83,599.01,599.11,
_093517,184,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz184.wav,366.35,600.06,600.16,
_093517,185,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz185.wav,260.38,613.64,614.7,
_093517,190,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz190.wav,268.63,621.81,622.11,
_093517,192,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz192.wav,333.7,635.96,639.39,
_103905,57,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz57.wav,353.7,381.7,383.4,
_103905,60,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz60.wav,329.61,383.8,384.37,
_103905,61,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz61.wav,352.56,384.4,385.8,
_103905,62,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz62.wav,311.98,386.11,386.59,
_103905,63,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz63.wav,350.33,386.61,387.67,
_103905,64,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz64.wav,285.92,387.74,387.94,
_103905,66,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz66.wav,321.25,388.15,388.59,
_103905,67,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz67.wav,272.5,388.89,389.01,
_103905,80,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz80.wav,268.48,398.51,399.92,
_103905,81,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz81.wav,261.22,399.95,402.5,
_103905,83,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz83.wav,313.56,402.76,404.11,
_103905,85,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz85.wav,429.14,404.37,404.61,
_103905,86,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz86.wav,284.54,408.64,409.01,
_103905,87,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz87.wav,280.45,409.11,410.37,
_103905,92,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz92.wav,299.61,412.07,413.32,
_103905,93,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz93.wav,358.28,413.44,416.09,
_103905,94,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz94.wav,286.86,416.11,417.86,
_103905,95,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz95.wav,367.7,417.89,418.19,
_103905,98,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz98.wav,402.92,419.12,419.3,
_103905,102,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz102.wav,286.38,420.09,421.44,
_103905,103,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz103.wav,364.5,421.87,422.37,
_103905,105,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz105.wav,445.22,422.7,422.82,
_103905,110,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz110.wav,337.92,424.66,425.77,
_103905,112,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz112.wav,426.71,429.62,429.85,
_103905,113,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz113.wav,284.84,429.92,430.45,
_103905,115,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz115.wav,276.3,430.75,431.04,
_103905,116,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz116.wav,276.58,431.85,432.01,
_103905,118,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz118.wav,335.39,432.36,433.02,
_103905,121,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz121.wav,256.1,433.52,433.84,
_103905,124,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz124.wav,330.06,435.29,435.92,
_103905,125,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz125.wav,321.94,436.06,436.32,
_103905,129,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz129.wav,341.51,439.91,440.0,
_103905,132,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz132.wav,283.28,441.78,442.44,
_103905,133,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz133.wav,339.78,442.46,443.5,
_103905,134,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz134.wav,355.72,443.8,447.26,
_103905,135,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz135.wav,336.87,447.69,448.65,
_103905,136,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz136.wav,272.42,448.68,449.96,
_103905,139,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz139.wav,341.85,451.43,451.86,
_103905,141,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz141.wav,359.99,454.44,455.7,
_103905,142,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz142.wav,375.58,455.74,457.6,
_103905,145,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz145.wav,289.07,461.43,462.53,
_103905,147,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz147.wav,281.93,462.81,463.66,
_103905,148,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz148.wav,321.03,463.69,464.38,
_103905,152,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz152.wav,302.65,465.71,465.88,
_103905,153,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz153.wav,294.97,465.9,466.65,
_103905,157,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz157.wav,322.4,468.14,468.64,
_103905,161,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz161.wav,262.25,470.04,470.24,
_103905,162,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz162.wav,263.9,470.3,475.19,
_103905,165,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz165.wav,309.1,475.75,475.95,
_103905,166,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz166.wav,435.28,475.98,476.41,
_103905,167,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz167.wav,347.06,478.1,478.31,
_103905,170,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz170.wav,312.75,478.78,480.79,
_103905,172,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz172.wav,389.63,481.68,482.1,
_103905,173,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz173.wav,321.85,482.21,482.99,
_103905,175,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz175.wav,289.5,483.65,483.78,
_103905,178,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz178.wav,303.6,485.1,487.19,
_103905,186,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz186.wav,270.52,491.36,492.89,
_103905,188,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz188.wav,354.8,493.94,494.09,
_103905,196,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz196.wav,279.42,496.43,497.33,
_103905,197,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz197.wav,322.73,506.86,507.0,
_103905,198,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz198.wav,288.63,507.03,507.18,
_103905,205,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz205.wav,358.46,509.93,510.36,
_103905,214,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz214.wav,371.12,531.39,531.8,
_103905,215,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz215.wav,395.26,532.02,532.33,
_103905,216,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz216.wav,364.38,532.35,532.54,
_103905,217,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz217.wav,396.72,532.63,532.73,
_103905,219,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz219.wav,341.33,533.48,533.57,
_103905,227,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz227.wav,273.28,537.37,537.58,
_103905,229,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz229.wav,416.91,537.79,537.88,
_103905,231,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz231.wav,350.34,538.2,538.78,
_103905,238,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz238.wav,286.84,544.84,544.93,
_103905,239,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz239.wav,314.57,545.12,545.23,
_103905,242,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz242.wav,312.75,545.62,546.13,
_103905,243,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz243.wav,279.84,546.22,546.39,
_103905,244,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz244.wav,276.92,546.44,546.84,
_103905,248,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz248.wav,388.74,549.3,549.74,
_103905,249,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz249.wav,355.47,549.77,550.3,
_103905,255,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz255.wav,263.8,553.29,553.43,
_103905,257,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz257.wav,426.52,558.9,559.1,
_103905,261,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz261.wav,267.05,563.18,563.43,
_103905,262,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz262.wav,415.74,563.55,563.73,
_103905,267,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz267.wav,352.85,579.32,580.02,
_103905,269,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz269.wav,259.54,583.07,583.2,
_103905,273,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz273.wav,322.09,591.88,591.98,
_103905,278,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz278.wav,362.5,593.34,593.44,
_103905,282,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz282.wav,411.32,597.22,597.47,
_103905,286,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz286.wav,251.3,624.03,631.36,
_103905,287,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz287.wav,282.95,631.39,631.48,
_103905,289,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz289.wav,264.56,642.44,642.82,
_103905,292,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz292.wav,261.09,645.06,645.21,
_103905,295,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz295.wav,320.95,647.54,648.08,
_103905,296,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz296.wav,258.84,648.11,649.34,
_110532,21,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110532\_110532_buzz21.wav,302.6,369.4,371.75,
_110532,22,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110532\_110532_buzz22.wav,261.42,371.77,373.03,
_110532,24,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110532\_110532_buzz24.wav,291.22,374.01,374.51,
_110532,29,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110532\_110532_buzz29.wav,321.09,380.62,381.45,
_110532,30,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110532\_110532_buzz30.wav,302.47,381.47,382.31,
_110532,31,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110532\_110532_buzz31.wav,286.17,382.33,383.25,
_110532,35,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110532\_110532_buzz35.wav,378.93,388.81,388.91,
_110532,37,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110532\_110532_buzz37.wav,289.45,398.12,400.61,
_110532,46,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110532\_110532_buzz46.wav,322.88,415.76,420.74,
_110532,49,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110532\_110532_buzz49.wav,365.01,421.87,422.54,
_110532,52,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110532\_110532_buzz52.wav,359.87,430.32,432.47,
_110532,54,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110532\_110532_buzz54.wav,380.55,436.36,437.5,
_110532,55,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110532\_110532_buzz55.wav,259.78,437.64,437.96,
_110532,59,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110532\_110532_buzz59.wav,352.51,459.71,461.24,
_110532,60,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110532\_110532_buzz60.wav,278.02,461.26,461.56,
_110532,66,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110532\_110532_buzz66.wav,402.27,477.35,477.69,
_110532,68,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110532\_110532_buzz68.wav,316.0,478.16,478.47,
