laser_key,buzz.number,wav_file,cep.fund.frequency,start_video,stop_video,is_floral_buzz,start_laser,stop_laser
_150319,93,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_150319\_150319_buzz93.wav,358.57,709.8709,712.4909,no,686.55,689.17
_150319,94,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_150319\_150319_buzz94.wav,393.54,712.5209000000001,713.9909,no,689.2,690.67
_091109,59,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz59.wav,308.15,382.46102,383.30102,yes,378.17,379.01
_091109,60,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz60.wav,287.78,383.42102,383.92102,yes,379.13,379.63
_091109,61,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz61.wav,270.57,385.56102,385.97102,yes,381.27,381.68
_091109,62,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz62.wav,307.44,387.70102,388.61102,yes,383.41,384.32
_091109,69,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz69.wav,361.75,397.49102,397.62102,no,393.2,393.33
_091109,71,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz71.wav,302.11,400.35102,401.56102,no,396.06,397.27
_091109,73,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz73.wav,273.5,401.90102,402.39102,no,397.61,398.1
_091109,75,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz75.wav,435.34,403.37102,403.65102,~,399.08,399.36
_091109,80,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz80.wav,340.34,408.12102,408.27102,no,403.83,403.98
_091109,81,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz81.wav,366.6,409.31102,409.49102,no,405.02,405.2
_091109,83,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz83.wav,307.91,411.44102,412.01102000000003,yes,407.15,407.72
_091109,84,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz84.wav,373.58,412.07102,412.46102,no,407.78,408.17
_091109,90,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz90.wav,319.68,415.80102,416.05102,no,411.51,411.76
_091109,91,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz91.wav,415.78,416.46102,416.84102,no,412.17,412.55
_091109,92,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz92.wav,335.04,417.44102,418.14102,no,413.15,413.85
_091109,95,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz95.wav,384.51,419.69102,419.80102,no,415.4,415.51
_091109,98,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz98.wav,357.94,421.09102,421.49102,no,416.8,417.2
_091109,100,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz100.wav,321.88,422.14102,422.44102,no,417.85,418.15
_091109,111,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz111.wav,306.73,433.29102,433.61102,yes,429,429.32
_091109,113,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz113.wav,290.95,433.95102,434.18102,no,429.66,429.89
_091109,121,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz121.wav,282.19,440.28102,441.09102,yes,435.99,436.8
_091109,123,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz123.wav,276.97,445.50102,445.60102,no,441.21,441.31
_091109,124,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz124.wav,276.07,445.81102,446.76102000000003,yes,441.52,442.47
_091109,133,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz133.wav,292.95,452.73102,453.28102,yes,448.44,448.99
_091109,134,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz134.wav,310.91,455.63102,455.93102,no,451.34,451.64
_091109,137,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz137.wav,423.21,457.43102,457.54102,no,453.14,453.25
_091109,140,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz140.wav,285.11,460.95102,461.34102,yes,456.66,457.05
_091109,141,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz141.wav,279.17,461.68102,462.35102,yes,457.39,458.06
_091109,143,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz143.wav,293.21,463.38102,463.55102,no,459.09,459.26
_091109,144,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz144.wav,435.69,463.64102,463.88102,no,459.35,459.59
_091109,147,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz147.wav,321.3,466.38102,467.19102,yes,462.09,462.9
_091109,150,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz150.wav,258.54,469.44102,469.93102,yes,465.15,465.64
_091109,158,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz158.wav,383.65,475.36102,475.54102,no,471.07,471.25
_091109,162,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz162.wav,292.68,476.98102,477.26102000000003,no,472.69,472.97
_091109,163,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz163.wav,250.47,477.34102,477.51102000000003,no,473.05,473.22
_091109,164,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz164.wav,337.61,482.18102,482.28102,no,477.89,477.99
_091109,166,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz166.wav,359.76,489.19102,489.33102,no,484.9,485.04
_091109,170,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz170.wav,345.21,491.45102,492.30102,yes,487.16,488.01
_091109,173,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz173.wav,345.26,492.74102,492.84102,no,488.45,488.55
_091109,175,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz175.wav,350.06,493.33102,493.50102,yes,489.04,489.21
_091109,176,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz176.wav,306.52,493.55102,494.26102000000003,yes,489.26,489.97
_091109,186,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz186.wav,259.75,504.46102,505.08102,no,500.17,500.79
_091109,190,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz190.wav,281.13,507.53102,507.71102,no,503.24,503.42
_091109,205,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz205.wav,271.91,524.90102,526.11102,yes,520.61,521.82
_091109,206,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz206.wav,326.24,527.43102,527.78102,no,523.14,523.49
_091109,216,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz216.wav,286.56,535.44102,536.47102,yes,531.15,532.18
_091109,217,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz217.wav,252.86,536.55102,537.37102,yes,532.26,533.08
_091109,218,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz218.wav,262.69,537.55102,538.07102,yes,533.26,533.78
_091109,219,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz219.wav,289.62,538.19102,538.43102,no,533.9,534.14
_091109,226,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz226.wav,311.54,543.12102,543.58102,yes,538.83,539.29
_091109,227,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz227.wav,304.57,543.69102,544.2310200000001,yes,539.4,539.94
_091109,229,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz229.wav,385.95,545.02102,545.10102,no,540.73,540.81
_091109,234,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz234.wav,301.19,548.33102,548.45102,no,544.04,544.16
_091109,236,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz236.wav,357.1,549.08102,549.18102,no,544.79,544.89
_091109,242,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz242.wav,284.55,552.03102,553.28102,yes,547.74,548.99
_091109,243,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz243.wav,253.18,553.47102,553.63102,no,549.18,549.34
_091109,245,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz245.wav,282.5,554.60102,555.39102,yes,550.31,551.1
_091109,251,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz251.wav,304.65,567.44102,567.58102,no,563.15,563.29
_091109,252,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz252.wav,263.53,569.20102,569.44102,no,564.91,565.15
_091109,264,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz264.wav,432.46,586.2310200000001,586.33102,no,581.94,582.04
_091109,265,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz265.wav,389.29,601.94102,602.27102,no,597.65,597.98
_091109,267,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz267.wav,289.74,602.90102,604.92102,yes,598.61,600.63
_091109,268,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz268.wav,255.57,604.97102,605.07102,no,600.68,600.78
_091109,270,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz270.wav,258.75,606.24102,606.42102,no,601.95,602.13
_091109,271,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz271.wav,422.12,606.57102,606.74102,no,602.28,602.45
_091109,272,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz272.wav,363.37,607.78102,607.89102,no,603.49,603.6
_091109,274,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz274.wav,316.66,608.49102,608.99102,no,604.2,604.7
_091109,276,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz276.wav,264.83,609.42102,611.02102,yes,605.13,606.73
_091109,281,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz281.wav,397.59,613.38102,613.63102,no,609.09,609.34
_091109,282,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz282.wav,305.07,614.2310200000001,614.45102,no,609.94,610.16
_091109,288,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz288.wav,292.46,621.63102,621.77102,no,617.34,617.48
_091109,297,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz297.wav,283.04,645.62102,645.77102,no,641.33,641.48
_091109,314,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz314.wav,322.2,655.84102,656.69102,no,651.55,652.4
_091109,317,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz317.wav,372.27,657.72102,657.82102,no,653.43,653.53
_091109,320,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz320.wav,279.58,658.7310200000001,658.84102,no,654.44,654.55
_091109,321,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz321.wav,354.95,658.87102,659.12102,no,654.58,654.83
_091109,322,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz322.wav,297.31,659.32102,659.59102,no,655.03,655.3
_091109,323,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_091109\_091109_buzz323.wav,364.95,659.64102,659.82102,no,655.35,655.53
_093517,61,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz61.wav,392.57,371.07993,371.56993,no,366.84,367.33
_093517,64,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz64.wav,301.81,372.59993000000003,372.69993,no,368.36,368.46
_093517,67,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz67.wav,414.88,373.69993,373.80993,yes,369.46,369.57
_093517,68,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz68.wav,271.3,373.82993,374.25993,yes,369.59,370.02
_093517,69,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz69.wav,270.95,374.32993,374.50993,no,370.09,370.27
_093517,71,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz71.wav,316.21,374.80993,375.19993,?,370.57,370.96
_093517,73,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz73.wav,373.47,375.90993000000003,376.09993000000003,no,371.67,371.86
_093517,76,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz76.wav,262.73,377.05993,377.25993,no,372.82,373.02
_093517,84,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz84.wav,355.28,384.80993,385.98993,no,380.57,381.75
_093517,85,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz85.wav,289.33,386.35993,386.68993,no,382.12,382.45
_093517,86,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz86.wav,303.67,386.70993000000004,386.94993,no,382.47,382.71
_093517,90,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz90.wav,255.05,391.18993,391.36993,no,386.95,387.13
_093517,94,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz94.wav,304.53,400.03993,401.55993,no,395.8,397.32
_093517,95,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz95.wav,290.83,401.58993000000004,401.95993000000004,no,397.35,397.72
_093517,97,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz97.wav,361.29,402.99993,403.08993000000004,no,398.76,398.85
_093517,98,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz98.wav,390.27,403.89993000000004,404.01993,no,399.66,399.78
_093517,99,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz99.wav,346.85,404.04993,404.35993,no,399.81,400.12
_093517,106,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz106.wav,312.2,463.64993000000004,463.76993,no,459.41,459.53
_093517,112,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz112.wav,287.54,480.93993,481.20993000000004,no,476.7,476.97
_093517,116,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz116.wav,317.69,482.24993,482.33993000000004,no,478.01,478.1
_093517,118,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz118.wav,316.71,483.16993,484.46993000000003,no,478.93,480.23
_093517,120,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz120.wav,279.24,488.23993,488.43993,no,484,484.2
_093517,133,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz133.wav,255.36,515.35993,515.45993,no,511.12,511.22
_093517,134,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz134.wav,438.29,515.48993,515.6399299999999,no,511.25,511.4
_093517,146,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz146.wav,349.85,526.23993,526.58993,no,522,522.35
_093517,147,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz147.wav,279.06,528.5499299999999,528.6399299999999,no,524.31,524.4
_093517,148,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz148.wav,250.52,528.74993,528.93993,no,524.51,524.7
_093517,151,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz151.wav,255.49,530.30993,530.7899299999999,no,526.07,526.55
_093517,155,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz155.wav,429.14,534.45993,534.55993,no,530.22,530.32
_093517,160,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz160.wav,250.53,536.57993,538.1399299999999,no,532.34,533.9
_093517,161,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz161.wav,418.16,540.07993,540.5099299999999,no,535.84,536.27
_093517,167,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz167.wav,319.05,550.94993,551.23993,no,546.71,547
_093517,168,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz168.wav,261.31,551.2599299999999,551.4099299999999,no,547.02,547.17
_093517,173,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz173.wav,298.03,562.6499299999999,562.74993,no,558.41,558.51
_093517,175,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz175.wav,379.78,563.44993,563.5399299999999,no,559.21,559.3
_093517,179,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz179.wav,251.08,578.80993,580.8899299999999,no,574.57,576.65
_093517,180,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz180.wav,265.92,583.34993,583.45993,no,579.11,579.22
_093517,183,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz183.wav,331.83,603.24993,603.34993,no,599.01,599.11
_093517,184,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz184.wav,366.35,604.2999299999999,604.3999299999999,no,600.06,600.16
_093517,185,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz185.wav,260.38,617.87993,618.93993,no,613.64,614.7
_093517,190,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz190.wav,268.63,626.0499299999999,626.34993,no,621.81,622.11
_093517,192,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093517\_093517_buzz192.wav,333.7,640.19993,643.62993,no,635.96,639.39
_103905,57,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz57.wav,353.7,386.27529,387.97529,yes,381.7,383.4
_103905,60,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz60.wav,329.61,388.37529,388.94529,no,383.8,384.37
_103905,61,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz61.wav,352.56,388.97529,390.37529,yes,384.4,385.8
_103905,62,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz62.wav,311.98,390.68529,391.16528999999997,no,386.11,386.59
_103905,63,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz63.wav,350.33,391.18529,392.24529,no,386.61,387.67
_103905,64,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz64.wav,285.92,392.31529,392.51529,no,387.74,387.94
_103905,66,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz66.wav,321.25,392.72529,393.16528999999997,no,388.15,388.59
_103905,67,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz67.wav,272.5,393.46529,393.58529,no,388.89,389.01
_103905,80,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz80.wav,268.48,403.08529,404.49529,no,398.51,399.92
_103905,81,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz81.wav,261.22,404.52529,407.07529,yes,399.95,402.5
_103905,83,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz83.wav,313.56,407.33529,408.68529,yes,402.76,404.11
_103905,85,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz85.wav,429.14,408.94529,409.18529,no,404.37,404.61
_103905,86,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz86.wav,284.54,413.21529,413.58529,yes,408.64,409.01
_103905,87,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz87.wav,280.45,413.68529,414.94529,yes,409.11,410.37
_103905,92,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz92.wav,299.61,416.64529,417.89529,no,412.07,413.32
_103905,93,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz93.wav,358.28,418.01529,420.66528999999997,no,413.44,416.09
_103905,94,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz94.wav,286.86,420.68529,422.43529,no,416.11,417.86
_103905,95,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz95.wav,367.7,422.46529,422.76529,no,417.89,418.19
_103905,98,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz98.wav,402.92,423.69529,423.87529,yes,419.12,419.3
_103905,102,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz102.wav,286.38,424.66528999999997,426.01529,yes,420.09,421.44
_103905,103,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz103.wav,364.5,426.44529,426.94529,no,421.87,422.37
_103905,105,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz105.wav,445.22,427.27529,427.39529,yes,422.7,422.82
_103905,110,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz110.wav,337.92,429.23529,430.34529,yes,424.66,425.77
_103905,112,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz112.wav,426.71,434.19529,434.42529,yes,429.62,429.85
_103905,113,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz113.wav,284.84,434.49529,435.02529,yes,429.92,430.45
_103905,115,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz115.wav,276.3,435.32529,435.61529,yes,430.75,431.04
_103905,116,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz116.wav,276.58,436.42529,436.58529,yes,431.85,432.01
_103905,118,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz118.wav,335.39,436.93529,437.59529,no,432.36,433.02
_103905,121,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz121.wav,256.1,438.09529,438.41528999999997,yes,433.52,433.84
_103905,124,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz124.wav,330.06,439.86529,440.49529,yes,435.29,435.92
_103905,125,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz125.wav,321.94,440.63529,440.89529,no,436.06,436.32
_103905,129,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz129.wav,341.51,444.48529,444.57529,yes,439.91,440
_103905,132,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz132.wav,283.28,446.35528999999997,447.01529,yes,441.78,442.44
_103905,133,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz133.wav,339.78,447.03529,448.07529,yes,442.46,443.5
_103905,134,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz134.wav,355.72,448.37529,451.83529,no,443.8,447.26
_103905,135,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz135.wav,336.87,452.26529,453.22529,no,447.69,448.65
_103905,136,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz136.wav,272.42,453.25529,454.53529,no,448.68,449.96
_103905,139,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz139.wav,341.85,456.00529,456.43529,no,451.43,451.86
_103905,141,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz141.wav,359.99,459.01529,460.27529,yes,454.44,455.7
_103905,142,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103905\_103905_buzz142.wav,375.58,460.31529,462.17529,yes,455.74,457.6
